name,start,end,length,mfe,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0321304.1,3757255,3757955,700,-222.89,4044.0,98.0,42.1429,83.24,1.0,0.937143,1.0,0.770683,1.62011,1.62202
FBtr0321306.1,3757255,3757955,700,-222.89,4044.0,98.0,42.1429,83.24,1.0,0.937143,1.0,0.770683,1.62011,1.62202
FBtr0321307.1,3757255,3757955,700,-222.89,4044.0,98.0,42.1429,83.24,1.0,0.937143,1.0,0.770683,1.62011,1.62202
FBtr0321308.1,3757255,3757955,700,-222.89,4044.0,98.0,42.1429,83.24,1.0,0.937143,1.0,0.770683,1.62011,1.62202
FBtr0330223.1,3757255,3757955,700,-222.89,4044.0,98.0,42.1429,83.24,1.0,0.937143,1.0,0.770683,1.62011,1.62202
FBtr0321304,3757255,3769235,11980,-4324.16,4044.0,4428.0,45.7012,47.0513,0.5901502504173622,0.924958,0.5129382303839732,0.758123,1.79896,3.63522
FBtr0321306,3757255,3769235,11980,-4324.16,4044.0,4428.0,45.7012,47.0513,0.5901502504173622,0.924958,0.5129382303839732,0.758123,1.79896,3.63522
FBtr0321308,3757255,3769235,11980,-4324.16,4044.0,4428.0,45.7012,47.0513,0.5901502504173622,0.924958,0.5129382303839732,0.758123,1.79896,3.63522
FBtr0330223,3757255,3769235,11980,-4324.16,4044.0,4428.0,45.7012,47.0513,0.5901502504173622,0.924958,0.5129382303839732,0.758123,1.79896,3.63522
FBtr0321307,3757255,3769525,12270,-4389.00,4044.0,4428.0,45.1915,50.2858,0.5765281173594132,0.925346,0.5070089649551752,0.763118,1.80561,3.60372
FBtr0321304.2,3758042,3758089,47,-8.82,1.0,3.0,51.4894,8.6383,1.0,0.957447,1.0,0.99983,3.23204,7.40585
FBtr0321306.2,3758042,3758089,47,-8.82,1.0,3.0,51.4894,8.6383,1.0,0.957447,1.0,0.99983,3.23204,7.40585
FBtr0321307.2,3758042,3758089,47,-8.82,1.0,3.0,51.4894,8.6383,1.0,0.957447,1.0,0.99983,3.23204,7.40585
FBtr0321308.2,3758042,3758089,47,-8.82,1.0,3.0,51.4894,8.6383,1.0,0.957447,1.0,0.99983,3.23204,7.40585
FBtr0330223.2,3758042,3758089,47,-8.82,1.0,3.0,51.4894,8.6383,1.0,0.957447,1.0,0.99983,3.23204,7.40585
FBtr0321304.3,3758538,3758676,138,-39.69,1.0,1.0,54.6377,4.94203,1.0,0.927536,0.6521739130434783,0.995283,2.58295,6.65976
FBtr0321306.3,3758538,3758676,138,-39.69,1.0,1.0,54.6377,4.94203,1.0,0.927536,0.6521739130434783,0.995283,2.58295,6.65976
FBtr0321307.3,3758538,3758676,138,-39.69,1.0,1.0,54.6377,4.94203,1.0,0.927536,0.6521739130434783,0.995283,2.58295,6.65976
FBtr0321308.3,3758538,3758676,138,-39.69,1.0,1.0,54.6377,4.94203,1.0,0.927536,0.6521739130434783,0.995283,2.58295,6.65976
FBtr0330223.3,3758538,3758676,138,-39.69,1.0,1.0,54.6377,4.94203,1.0,0.927536,0.6521739130434783,0.995283,2.58295,6.65976
FBtr0321304.4,3758737,3758919,182,-74.91,14.0,14.0,55.7143,4.91758,1.0,0.879121,0.0,0.98744,2.78581,8.67208
FBtr0321306.4,3758737,3758919,182,-74.91,14.0,14.0,55.7143,4.91758,1.0,0.879121,0.0,0.98744,2.78581,8.67208
FBtr0321307.4,3758737,3758919,182,-74.91,14.0,14.0,55.7143,4.91758,1.0,0.879121,0.0,0.98744,2.78581,8.67208
FBtr0321308.4,3758737,3758919,182,-74.91,14.0,14.0,55.7143,4.91758,1.0,0.879121,0.0,0.98744,2.78581,8.67208
FBtr0330223.4,3758737,3758919,182,-74.91,14.0,14.0,55.7143,4.91758,1.0,0.879121,0.0,0.98744,2.78581,8.67208
FBtr0321306.5,3758980,3759154,174,-58.05,3.0,6.0,52.5287,3.4023,1.0,0.827586,0.45977011494252873,0.980833,2.49575,4.69229
FBtr0321307.5,3758980,3759154,174,-58.05,3.0,6.0,52.5287,3.4023,1.0,0.827586,0.45977011494252873,0.980833,2.49575,4.69229
FBtr0321308.5,3758980,3759154,174,-58.05,3.0,6.0,52.5287,3.4023,1.0,0.827586,0.45977011494252873,0.980833,2.49575,4.69229
FBtr0330223.5,3758980,3759154,174,-58.05,3.0,6.0,52.5287,3.4023,1.0,0.827586,0.45977011494252873,0.980833,2.49575,4.69229
FBtr0321304.5,3758980,3759806,826,-205.20,3.0,9.0,41.0896,1.93146,1.0,0.924939,0.5278450363196125,0.919007,2.28767,2.90318
FBtr0321305.1,3759977,3760148,171,-33.24,1.0,7.0,42.5731,1.4152,1.0,0.982456,0.3684210526315789,0.796825,1.62642,2.05955
FBtr0321305,3759977,3769235,9258,-3430.79,1.0,4428.0,46.9324,48.3406,0.46964787211060705,0.923634,0.4809894145603802,0.758826,1.79851,3.90588
FBtr0321304.6,3760067,3760148,81,-12.07,3.0,7.0,55.0617,1.87654,1.0,0.962963,0.0,0.991494,2.14699,3.08735
FBtr0321306.6,3760067,3760148,81,-12.07,3.0,7.0,55.0617,1.87654,1.0,0.962963,0.0,0.991494,2.14699,3.08735
FBtr0321307.6,3760067,3760148,81,-12.07,3.0,7.0,55.0617,1.87654,1.0,0.962963,0.0,0.991494,2.14699,3.08735
FBtr0321308.6,3760067,3760148,81,-12.07,3.0,7.0,55.0617,1.87654,1.0,0.962963,0.0,0.991494,2.14699,3.08735
FBtr0330223.6,3760067,3760148,81,-12.07,3.0,7.0,55.0617,1.87654,1.0,0.962963,0.0,0.991494,2.14699,3.08735
FBtr0321304.7,3760206,3760517,311,-91.16,2.0,11.0,55.8199,4.28939,1.0,0.919614,0.0,0.934646,2.07906,5.43818
FBtr0321305.2,3760206,3760517,311,-91.16,2.0,11.0,55.8199,4.28939,1.0,0.919614,0.0,0.934646,2.07906,5.43818
FBtr0321306.7,3760206,3760517,311,-91.16,2.0,11.0,55.8199,4.28939,1.0,0.919614,0.0,0.934646,2.07906,5.43818
FBtr0321308.7,3760206,3760517,311,-91.16,2.0,11.0,55.8199,4.28939,1.0,0.919614,0.0,0.934646,2.07906,5.43818
FBtr0321307.7,3760206,3760553,347,-105.80,2.0,11.0,55.5043,4.11239,1.0,0.907781,0.0,0.851732,1.89427,4.96637
FBtr0330223.7,3760206,3760553,347,-105.80,2.0,11.0,55.5043,4.11239,1.0,0.907781,0.0,0.851732,1.89427,4.96637
FBtr0321304.8,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0321305.3,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0321306.8,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0321307.8,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0321308.8,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0330223.8,3760692,3761014,322,-121.34,2.0,9.0,53.5404,1.64907,1.0,0.875776,0.6801242236024845,0.934382,2.30707,5.70342
FBtr0321304.9,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0321305.4,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0321306.9,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0321307.9,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0321308.9,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0330223.9,3761093,3762564,1471,-585.16,1.0,10.0,52.5765,9.25812,1.0,0.889871,0.5547246770904147,0.858498,2.13377,4.04496
FBtr0321304.10,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0321305.5,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0321306.10,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0321307.10,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0321308.10,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0330223.10,3762617,3762856,239,-59.76,2.0,4.0,53.3891,125.891,1.0,0.820084,0.24686192468619247,0.864448,1.77367,1.76619
FBtr0321304.11,3763026,3763151,125,-39.46,4.0,4.0,55.84,271.992,1.0,0.928,0.0,0.895656,2.44036,6.16584
FBtr0321305.6,3763026,3763151,125,-39.46,4.0,4.0,55.84,271.992,1.0,0.928,0.0,0.895656,2.44036,6.16584
FBtr0321306.11,3763026,3763151,125,-39.46,4.0,4.0,55.84,271.992,1.0,0.928,0.0,0.895656,2.44036,6.16584
FBtr0321308.11,3763026,3763151,125,-39.46,4.0,4.0,55.84,271.992,1.0,0.928,0.0,0.895656,2.44036,6.16584
FBtr0321307.11,3763026,3763205,179,-51.09,4.0,42.0,56.0894,273.089,1.0,0.938547,0.12290502793296089,0.926916,2.63737,7.10702
FBtr0330223.11,3763026,3763205,179,-51.09,4.0,42.0,56.0894,273.089,1.0,0.938547,0.12290502793296089,0.926916,2.63737,7.10702
FBtr0321304.12,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0321305.7,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0321306.12,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0321307.12,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0321308.12,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0330223.12,3763648,3765054,1406,-585.02,4.0,10.0,56.5007,24.9452,0.3961593172119488,0.901849,0.32716927453769556,0.797625,1.91914,5.16821
FBtr0321304.13,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0321305.8,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0321306.13,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0321307.13,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0321308.13,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0330223.13,3765169,3765359,190,-63.33,2.0,46.0,54.3158,1.41053,0.0,0.889474,0.5210526315789473,0.947326,2.17519,5.76975
FBtr0321298.1,3765493,3765585,92,-16.46,32.0,26.0,40.6522,1.0,0.0,0.891304,0.0,0.183641,0.216424,0.0488587
FBtr0321298,3765493,3765863,370,-101.26,32.0,26.0,36.5946,5.26403,0.0,0.948649,0.0,0.155414,0.159262,0.144586
FBtr0321298.2,3765637,3765863,226,-59.90,2.0,2.0,36.6372,6.71681,0.0,0.973451,0.0,0.112695,0.101801,0.15927
FBtr0321304.14,3765908,3766043,135,-54.90,2.0,3.0,58.2222,87.5037,0.0,0.777778,1.0,0.98763,2.64816,8.7335
FBtr0321305.9,3765908,3766043,135,-54.90,2.0,3.0,58.2222,87.5037,0.0,0.777778,1.0,0.98763,2.64816,8.7335
FBtr0321306.14,3765908,3766043,135,-54.90,2.0,3.0,58.2222,87.5037,0.0,0.777778,1.0,0.98763,2.64816,8.7335
FBtr0321307.14,3765908,3766043,135,-54.90,2.0,3.0,58.2222,87.5037,0.0,0.777778,1.0,0.98763,2.64816,8.7335
FBtr0330223.14,3765908,3766043,135,-54.90,2.0,3.0,58.2222,87.5037,0.0,0.777778,1.0,0.98763,2.64816,8.7335
FBtr0321309.1,3766308,3766460,152,-44.39,4428.0,145.0,42.3684,114.658,0.0,0.980263,0.8947368421052632,0.981717,2.02573,2.42315
FBtr0321309,3766308,3769235,2927,-1023.63,4428.0,145.0,41.6604,35.9494,0.040997608472839085,0.953536,0.552101127434233,0.868578,2.14547,4.56329
FBtr0321306.15,3766376,3766460,84,-20.14,4428.0,7.0,36.4286,111.512,0.0,0.97619,0.8095238095238095,0.967786,2.13656,2.59795
FBtr0321308.14,3766376,3766460,84,-20.14,4428.0,7.0,36.4286,111.512,0.0,0.97619,0.8095238095238095,0.967786,2.13656,2.59795
FBtr0321306.16,3766570,3766696,126,-35.51,10.0,16.0,44.7619,38.1825,0.0,0.888889,0.0,0.983683,2.32233,4.90217
FBtr0321308.15,3766570,3766696,126,-35.51,10.0,16.0,44.7619,38.1825,0.0,0.888889,0.0,0.983683,2.32233,4.90217
FBtr0321309.2,3766570,3766696,126,-35.51,10.0,16.0,44.7619,38.1825,0.0,0.888889,0.0,0.983683,2.32233,4.90217
FBtr0321304.15,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321305.10,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321306.17,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321307.15,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321308.16,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321309.3,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0330223.15,3766936,3767349,413,-194.17,10.0,4.0,55.6416,6.9127,0.29055690072639223,0.905569,0.1937046004842615,0.986366,2.97993,9.54705
FBtr0321304.16,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0321305.11,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0321306.18,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0321307.16,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0321308.17,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0321309.4,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0330223.16,3767414,3767620,206,-95.90,5.0,15.0,59.1262,4.46117,0.0,0.883495,0.4174757281553398,0.955466,2.48867,7.75707
FBtr0472819.1.,3767620,3767643,23,-4.73,15.0,1.0,55.6522,7.86957,0.0,1.0,1.0,0.881783,1.50596,2.29613
FBtr0472819.FlyBase.,3767620,3767643,23,-4.73,15.0,1.0,55.6522,7.86957,0.0,1.0,1.0,0.881783,1.50596,2.29613
FBtr0304275,3767620,3767688,68,-25.51,15.0,10.0,51.1765,8.25,0.0,0.926471,1.0,0.698221,1.43399,2.20188
FBtr0304275.1,3767620,3767688,68,-25.51,15.0,10.0,51.1765,8.25,0.0,0.926471,1.0,0.698221,1.43399,2.20188
FBtr0304276.1.,3767666,3767688,22,-,10.0,5.0,50.9091,8.18182,0.0,0.863636,1.0,0.987091,2.01941,3.94305
FBtr0304276.FlyBase.,3767666,3767688,22,-,10.0,5.0,50.9091,8.18182,0.0,0.863636,1.0,0.987091,2.01941,3.94305
FBtr0321304.17,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321305.12,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321306.19,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321307.17,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321308.18,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321309.5,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0330223.17,3767688,3767852,164,-55.74,10.0,9.0,49.878,10.5793,0.0,0.945122,1.0,0.987159,3.12738,9.34505
FBtr0321304.18,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321305.13,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321306.20,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321307.18,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321308.19,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321309.6,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0330223.18,3767935,3768077,142,-46.63,8.0,17.0,50.8451,4.72535,0.0,1.0,1.0,0.98988,3.4013,9.93813
FBtr0321304.19,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0321305.14,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0321306.21,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0321308.20,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0321309.7,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0330223.19,3768139,3769235,1096,-305.12,6.0,48.0,35.1642,3.06331,0.0,0.970803,0.6523722627737226,0.957726,2.10977,2.57455
FBtr0321307.19,3768139,3769525,1386,-363.80,6.0,48.0,32.8571,27.6664,0.002886002886002886,0.966811,0.5707070707070707,0.960186,2.10365,2.51765
FBtr0307028.1,3771699,3771754,55,-19.34,53866.0,53866.0,63.2727,753.455,1.0,0.890909,1.0,0.997891,2.42238,4.79407
FBtr0077491.1,3771699,3771784,85,-31.04,53866.0,53866.0,54.3529,754.929,1.0,0.929412,1.0,0.841859,2.01382,3.51858
FBtr0307027.1,3771699,3771867,168,-67.47,53866.0,53866.0,52.8571,757.982,1.0,0.940476,1.0,0.78156,1.46406,2.40899
FBtr0077490.1,3771699,3771873,174,-67.63,53866.0,53866.0,52.7586,758.213,1.0,0.942529,1.0,0.788816,1.44098,2.36739
FBtr0077490,3771699,3784121,12422,-4464.26,53866.0,53866.0,42.5439,196.423,0.8228143616164869,0.948559,0.9849460634358397,0.707746,1.51065,2.17692
FBtr0077491,3771699,3784121,12422,-4464.26,53866.0,53866.0,42.5439,196.423,0.8228143616164869,0.948559,0.9849460634358397,0.707746,1.51065,2.17692
FBtr0307027,3771699,3784121,12422,-4464.26,53866.0,53866.0,42.5439,196.423,0.8228143616164869,0.948559,0.9849460634358397,0.707746,1.51065,2.17692
FBtr0307028,3771699,3784121,12422,-4464.26,53866.0,53866.0,42.5439,196.423,0.8228143616164869,0.948559,0.9849460634358397,0.707746,1.51065,2.17692
FBtr0307029.1,3771919,3772015,96,-29.94,518.0,518.0,46.0417,560.948,1.0,0.989583,1.0,0.975354,3.40265,7.27161
FBtr0307029,3771919,3784121,12202,-4374.14,518.0,18720.0,42.3734,191.795,0.8196197344697591,0.948615,0.9846746435010654,0.705489,1.50849,2.17317
FBtr0077492.1,3772025,3772316,291,-102.89,11971.0,11971.0,51.0653,357.729,1.0,0.965636,1.0,0.838509,1.66393,1.95039
FBtr0077492,3772025,3784121,12096,-4327.90,11971.0,18720.0,42.3545,189.505,0.8180390211640212,0.948578,0.984540343915344,0.703104,1.4911,2.12806
FBtr0077490.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0077491.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0077492.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0307027.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0307028.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0307029.2,3772460,3772694,234,-40.50,15.0,88.0,33.0769,28.0855,1.0,0.948718,1.0,0.831479,1.47016,1.43266
FBtr0077493.1,3778937,3779317,380,-94.10,18720.0,18720.0,33.9474,360.163,1.0,0.997368,1.0,0.722508,1.18394,1.07021
FBtr0077493,3778937,3784121,5184,-1971.21,18720.0,18720.0,45.9182,101.58,0.5754243827160493,0.935571,0.9639274691358025,0.693707,1.58845,3.07039
FBtr0077490.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0077491.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0077492.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0077493.2,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0307027.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0307028.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0307029.3,3779692,3780579,887,-442.79,96.0,182.0,61.0598,67.982,1.0,0.909808,0.790304396843292,0.862035,2.40298,6.3491
FBtr0077490.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0077491.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0077492.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0077493.3,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0307027.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0307028.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0307029.4,3781903,3784121,2218,-792.71,26.0,335.0,46.0505,21.575,0.23399458972046888,0.946348,1.0,0.764863,1.76632,3.55731
FBtr0077494,3784946,3785622,676,-208.42,8019.0,1827.0,40.7101,18.7697,1.0,0.911243,0.4408284023668639,0.557021,0.746886,2.38447
FBtr0077494.1,3784946,3785622,676,-208.42,8019.0,1827.0,40.7101,18.7697,1.0,0.911243,0.4408284023668639,0.557021,0.746886,2.38447
FBtr0445666,3785737,3786343,606,-190.03,1926.0,1926.0,40.7921,87.3185,1.0,0.938944,0.6468646864686468,0.654911,0.52967,1.99363
FBtr0445666.1,3785737,3786343,606,-190.03,1926.0,1926.0,40.7921,87.3185,1.0,0.938944,0.6468646864686468,0.654911,0.52967,1.99363
FBtr0077496.1,3787166,3787318,152,-51.18,99999.0,99999.0,46.5789,534.645,1.0,0.868421,1.0,0.988625,1.63195,1.71897
FBtr0307051.1,3787166,3787318,152,-51.18,99999.0,99999.0,46.5789,534.645,1.0,0.868421,1.0,0.988625,1.63195,1.71897
FBtr0077496,3787166,3802726,15560,-5548.37,99999.0,99999.0,42.4717,71.5333,0.7975578406169666,0.944344,0.6789845758354756,0.79111,1.93586,5.3219
FBtr0307051,3787166,3802726,15560,-5548.37,99999.0,99999.0,42.4717,71.5333,0.7975578406169666,0.944344,0.6789845758354756,0.79111,1.93586,5.3219
FBtr0307052.1,3789985,3790078,93,-14.36,10446.0,10446.0,35.0538,471.022,1.0,0.967742,1.0,0.594613,1.57205,3.07112
FBtr0307052,3789985,3802726,12741,-4661.71,10446.0,10446.0,43.411,52.431,0.7527666588179892,0.942391,0.6417863589985088,0.822551,2.11782,6.25055
FBtr0077496.2,3790537,3791145,608,-216.12,31.0,49.0,50.7895,45.0399,1.0,0.960526,0.44901315789473684,0.861799,1.85561,3.25404
FBtr0307051.2,3790537,3791145,608,-216.12,31.0,49.0,50.7895,45.0399,1.0,0.960526,0.44901315789473684,0.861799,1.85561,3.25404
FBtr0307052.2,3790537,3791145,608,-216.12,31.0,49.0,50.7895,45.0399,1.0,0.960526,0.44901315789473684,0.861799,1.85561,3.25404
FBtr0077496.3,3792595,3792774,179,-64.03,103.0,36.0,51.1732,2.30726,1.0,0.826816,0.5698324022346368,0.982877,2.33597,7.1165
FBtr0307051.3,3792595,3792774,179,-64.03,103.0,36.0,51.1732,2.30726,1.0,0.826816,0.5698324022346368,0.982877,2.33597,7.1165
FBtr0307052.3,3792595,3792774,179,-64.03,103.0,36.0,51.1732,2.30726,1.0,0.826816,0.5698324022346368,0.982877,2.33597,7.1165
FBtr0077496.4,3792832,3796886,4054,-1579.89,27.0,75.0,46.8328,4.91514,0.22298963986186482,0.925012,0.6672422298963986,0.924595,2.48005,8.40233
