name,start,end,length,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0342997.2,22373694,22374062,368,21.0,116.0,47.663,240.75,1.0,0.983696,0.453804347826087,0.675519,1.21613,1.39168
FBtr0342998.2,22373694,22374073,379,21.0,116.0,47.6517,238.055,1.0,0.98153,0.44063324538258575,0.684887,1.21355,1.40015
FBtr0342997,22373694,22374966,1272,241.0,241.0,42.5943,213.626,1.0,0.975629,0.6564465408805031,0.48559,0.86437,0.995646
FBtr0342998,22373694,22374966,1272,241.0,241.0,42.5943,213.626,1.0,0.975629,0.6564465408805031,0.48559,0.86437,0.995646
FBtr0342997.1,22374403,22374966,563,241.0,241.0,36.3055,150.403,1.0,0.973357,0.6518650088809946,0.239426,0.313446,0.458353
FBtr0342998.1,22374403,22374966,563,241.0,241.0,36.3055,150.403,1.0,0.973357,0.6518650088809946,0.239426,0.313446,0.458353
FBtr0345700,22378262,22379007,745,1015.0,1015.0,35.0872,3.3028,1.0,0.961074,0.912751677852349,0.750226,1.46379,1.36734
FBtr0345700.1,22378262,22379007,745,1015.0,1015.0,35.0872,3.3028,1.0,0.961074,0.912751677852349,0.750226,1.46379,1.36734
FBtr0342995.1,22387394,22387528,134,62.0,62.0,35.3731,260.015,1.0,1.0,0.0,0.543433,0.861112,0.765313
FBtr0342995,22387394,22387895,501,62.0,62.0,34.5709,278.042,1.0,0.96008,0.0,0.699118,1.05763,0.933447
FBtr0342995.2,22387582,22387895,313,4.0,4.0,36.3578,275.345,1.0,0.945687,0.0,0.7693,1.06851,0.904383
FBtr0342999,22402894,22403195,301,4.0,4.0,36.3455,190.033,1.0,0.936877,0.6578073089700996,0.432804,0.67914,0.639684
FBtr0342999.1,22402894,22403195,301,4.0,4.0,36.3455,190.033,1.0,0.936877,0.6578073089700996,0.432804,0.67914,0.639684
FBtr0344940.2,22415794,22415892,98,241.0,31645.0,54.4898,573.316,1.0,0.846939,1.0,0.943939,1.31393,1.39386
FBtr0344940,22415794,22416462,668,81.0,31645.0,57.9641,371.272,1.0,0.874251,1.0,0.863102,1.55353,2.69854
FBtr0344940.1,22415958,22416462,504,81.0,256.0,60.6746,301.78,1.0,0.873016,1.0,0.829567,1.4968,2.91258
FBtr0345701,22596485,22597125,640,31.0,15.0,37.6562,321.672,1.0,0.990625,1.0,0.420173,0.616755,0.604619
FBtr0345701.1,22596485,22597125,640,31.0,15.0,37.6562,321.672,1.0,0.990625,1.0,0.420173,0.616755,0.604619
FBtr0345497,22655634,22656496,862,374.0,1700.0,51.3457,29.6021,1.0,0.883991,0.6948955916473318,0.78026,1.35796,2.34971
FBtr0345497.1,22655634,22656496,862,374.0,1700.0,51.3457,29.6021,1.0,0.883991,0.6948955916473318,0.78026,1.35796,2.34971
FBtr0345501,22666124,22666605,481,3.0,2052.0,38.9189,68.8358,1.0,0.935551,0.8108108108108109,0.205524,0.191694,0.188441
FBtr0345501.1,22666124,22666605,481,3.0,2052.0,38.9189,68.8358,1.0,0.935551,0.8108108108108109,0.205524,0.191694,0.188441
FBtr0343003.1,22666358,22666543,185,2052.0,2052.0,44.6486,18.1622,1.0,0.902703,1.0,0.370135,0.446,0.453416
FBtr0343003,22666358,22666764,406,2052.0,2052.0,35.5172,27.0837,1.0,0.938424,0.5935960591133005,0.254702,0.305995,0.246318
FBtr0343003.2,22666612,22666764,152,5.0,4.0,25.3947,38.9342,1.0,0.980263,0.0,0.207,0.256638,0.164711
FBtr0343004,22673194,22673695,501,287.0,287.0,51.0978,17.4631,1.0,0.898204,0.6287425149700598,0.811597,1.39572,1.0585
FBtr0343004.1,22673194,22673695,501,287.0,287.0,51.0978,17.4631,1.0,0.898204,0.6287425149700598,0.811597,1.39572,1.0585
FBtr0343005,22689094,22689395,301,2095.0,2095.0,41.1296,356.462,1.0,0.963455,0.6245847176079734,0.0346977,-0.25611,-0.0625083
FBtr0343005.1,22689094,22689395,301,2095.0,2095.0,41.1296,356.462,1.0,0.963455,0.6245847176079734,0.0346977,-0.25611,-0.0625083
FBtr0343006,22689494,22690295,801,27.0,4942.0,46.0674,278.583,1.0,0.902622,0.7990012484394506,0.707824,1.44515,1.58235
FBtr0343006.1,22689494,22690295,801,27.0,4942.0,46.0674,278.583,1.0,0.902622,0.7990012484394506,0.707824,1.44515,1.58235
FBtr0343007,22690494,22691895,1401,3.0,2030.0,46.8522,167.43,1.0,0.91863,0.7330478229835832,0.637939,1.15378,1.10102
FBtr0343007.1,22690494,22691895,1401,3.0,2030.0,46.8522,167.43,1.0,0.91863,0.7330478229835832,0.637939,1.15378,1.10102
FBtr0330250.2,22707776,22708371,595,7.0,45.0,45.8151,3.02977,1.0,0.927731,0.44201680672268906,0.589844,1.18923,1.38084
FBtr0330250,22707776,22708542,766,112.0,112.0,43.812,3.0027,1.0,0.922977,0.566579634464752,0.563719,1.14049,1.30432
FBtr0330250.1,22708455,22708542,87,112.0,112.0,33.1034,3.0,1.0,0.942529,1.0,0.273529,0.648862,0.761885
FBtr0309275.1,22756164,22756512,348,146.0,8.0,56.2069,22.4856,1.0,0.928161,0.33620689655172414,0.707874,1.43546,1.43675
FBtr0309275,22756164,22758995,2831,146.0,13.0,48.301,55.3307,1.0,0.932533,0.610738255033557,0.723052,1.80026,4.30665
FBtr0309275.2,22757849,22758995,1146,4.0,9.0,58.3246,26.1196,1.0,0.90925,0.8141361256544503,0.898134,2.84304,8.98391
FBtr0345978,22874577,22875172,595,231.0,16479.0,53.3109,458.877,1.0,0.882353,0.8352941176470589,0.695765,1.41993,1.74175
FBtr0345978.1,22874577,22875172,595,231.0,16479.0,53.3109,458.877,1.0,0.882353,0.8352941176470589,0.695765,1.41993,1.74175
FBtr0308940.3,22951147,22951918,771,14.0,15.0,38.0804,19.5409,1.0,0.968872,0.6523994811932555,0.419673,0.693971,0.594281
FBtr0308940,22951147,22953800,2653,1635.0,1635.0,37.9193,88.2412,1.0,0.975123,0.7990953637391632,0.482949,0.88098,0.800638
FBtr0308941.3,22951573,22951918,345,14.0,15.0,40.4058,19.3188,1.0,0.968116,1.0,0.497397,0.741568,0.694052
FBtr0308941,22951573,22953800,2227,1635.0,1635.0,38.2488,92.6454,1.0,0.97665,0.8810058374494836,0.507094,0.924127,0.855568
FBtr0308940.2,22951987,22952060,73,39.0,39.0,35.3425,15.5479,1.0,0.986301,1.0,0.00536986,-0.119877,-0.127808
FBtr0308941.2,22951987,22952060,73,39.0,39.0,35.3425,15.5479,1.0,0.986301,1.0,0.00536986,-0.119877,-0.127808
FBtr0308940.1,22953421,22953800,379,1635.0,1635.0,36.8338,3.60125,1.0,0.968338,1.0,0.013723,-0.097847,-0.368741
FBtr0308941.1,22953421,22953800,379,1635.0,1635.0,36.8338,3.60125,1.0,0.968338,1.0,0.013723,-0.097847,-0.368741
FBtr0343187,22957176,22957377,201,44.0,3.0,49.4527,124.299,1.0,0.890547,1.0,0.777194,1.46764,1.57532
FBtr0343187.1,22957176,22957377,201,44.0,3.0,49.4527,124.299,1.0,0.890547,1.0,0.777194,1.46764,1.57532
FBtr0303209.1,22985373,22985491,118,421.0,421.0,28.9831,2.94915,1.0,0.915254,1.0,0.170102,0.155237,0.15572
FBtr0303209,22985373,22986549,1176,421.0,421.0,44.7449,10.382,1.0,0.937925,0.5901360544217688,0.179049,0.275554,0.429645
FBtr0303209.2,22985553,22986549,996,25.0,364.0,47.3896,8.72669,1.0,0.936747,0.5160642570281124,0.188422,0.305421,0.484082
FBtr0343193.2,23109976,23110507,531,4.0,8.0,44.1808,13.6139,1.0,0.913371,0.5649717514124294,0.560079,1.25416,1.32449
FBtr0343193,23109976,23111177,1201,5.0,24.0,43.0641,18.9398,1.0,0.920899,0.8076602830974188,0.598841,1.30741,1.39171
FBtr0343193.1,23110731,23111177,446,5.0,24.0,43.5874,6.87798,1.0,0.896861,1.0,0.482276,0.826827,0.927016
FBtr0343194.2,23113576,23114049,473,8.0,8.0,39.5772,76.6047,1.0,0.932347,1.0,0.442167,0.880279,0.927328
FBtr0343194,23113576,23114377,801,3.0,8.0,41.1985,116.634,1.0,0.933833,0.6716604244694132,0.49667,1.09072,1.14378
FBtr0343194.1,23114173,23114377,204,3.0,2.0,53.0392,94.0539,1.0,0.931373,0.0,0.786706,2.05098,2.28557
FBtr0340515,23127603,23128077,474,8605.0,24.0,37.0464,2.18565,1.0,0.962025,0.4050632911392405,0.159958,0.262257,0.0625359
FBtr0340515.1,23127603,23128077,474,8605.0,24.0,37.0464,2.18565,1.0,0.962025,0.4050632911392405,0.159958,0.262257,0.0625359
FBtr0340514,23128076,23128477,401,24.0,8605.0,45.2868,4.19202,1.0,0.952618,0.8229426433915212,0.771132,1.48696,1.56259
FBtr0340514.1,23128076,23128477,401,24.0,8605.0,45.2868,4.19202,1.0,0.952618,0.8229426433915212,0.771132,1.48696,1.56259
FBtr0343200,23290676,23291377,701,6.0,4.0,52.6961,10.9501,0.3252496433666191,0.840228,0.7517831669044223,0.641553,1.37074,1.31357
FBtr0343200.1,23290676,23291377,701,6.0,4.0,52.6961,10.9501,0.3252496433666191,0.840228,0.7517831669044223,0.641553,1.37074,1.31357
FBtr0336735,23358477,23358961,484,26.0,4785.0,46.6942,91.2479,1.0,0.923554,1.0,0.791533,1.22467,3.36456
FBtr0336735.1,23358477,23358961,484,26.0,4785.0,46.6942,91.2479,1.0,0.923554,1.0,0.791533,1.22467,3.36456
FBtr0343203,23383482,23384177,695,241.0,241.0,47.1942,566.925,1.0,0.899281,1.0,0.353714,0.207801,-0.0710604
FBtr0343203.1,23383482,23384177,695,241.0,241.0,47.1942,566.925,1.0,0.899281,1.0,0.353714,0.207801,-0.0710604
FBtr0331986,23476576,23477078,502,23.0,13.0,47.0916,6.2988,1.0,0.964143,0.8147410358565738,0.452279,0.97647,0.948446
FBtr0331986.1,23476576,23477078,502,23.0,13.0,47.0916,6.2988,1.0,0.964143,0.8147410358565738,0.452279,0.97647,0.948446
FBtr0331988,23477077,23477477,400,55.0,14.0,45.9,7.9675,1.0,0.9425,0.105,0.447473,0.79511,0.605915
FBtr0331988.1,23477077,23477477,400,55.0,14.0,45.9,7.9675,1.0,0.9425,0.105,0.447473,0.79511,0.605915
FBtr0331987.2,23507077,23507651,574,4.0,4.0,47.0732,10.6117,1.0,0.958188,0.38501742160278746,0.723148,1.29066,1.32476
FBtr0331987,23507077,23507832,755,113.0,4.0,45.0596,8.14697,1.0,0.964238,0.5324503311258278,0.614381,1.07697,1.07858
FBtr0331987.1,23507708,23507832,124,113.0,3.0,44.6774,1.91129,1.0,0.983871,1.0,0.195137,0.359258,0.245202
FBtr0344929.2,23638376,23638827,451,6.0,90.0,41.9069,71.0377,1.0,0.933481,0.17738359201773837,0.709279,1.14604,0.982441
FBtr0344929,23638376,23639094,718,434.0,195.0,39.1365,52.4499,1.0,0.951253,0.11142061281337047,0.588196,1.00642,0.859667
FBtr0344929.1,23638908,23639094,186,434.0,195.0,40.1075,26.086,1.0,0.973118,0.0,0.521527,1.03127,0.95721
FBtr0345699,23709176,23709947,771,96.0,45597.0,47.8599,385.96,1.0,0.95201,1.0,0.584678,1.2486,3.299
FBtr0345699.1,23709176,23709947,771,96.0,45597.0,47.8599,385.96,1.0,0.95201,1.0,0.584678,1.2486,3.299
FBtr0345698.2,23720319,23720784,465,4.0,17.0,48.086,416.176,1.0,0.924731,1.0,0.550475,0.801798,0.699095
FBtr0345698,23720319,23721007,688,12.0,17.0,47.3837,430.291,1.0,0.911337,1.0,0.519869,0.695878,0.581408
FBtr0345698.1,23720844,23721007,163,12.0,11.0,50.9202,448.166,1.0,0.883436,1.0,0.623571,0.739123,0.59311
FBtr0343262.1,23812184,23813547,1363,202.0,133.0,54.4681,95.5825,1.0,0.908291,0.9303008070432869,0.859574,1.76447,5.53622
FBtr0343262,23812184,23814771,2587,202.0,133.0,52.269,56.9529,1.0,0.926556,0.6061074603788171,0.813645,1.64003,4.42568
FBtr0343262.2,23813667,23813773,106,2.0,4.0,40.566,10.1321,1.0,0.990566,0.6037735849056604,0.996358,2.10241,2.34857
FBtr0343262.3,23813891,23814771,880,6.0,35.0,52.9091,16.7102,1.0,0.942045,0.25,0.815426,1.63457,3.88376
FBtr0343260,23840576,23840777,201,150.0,150.0,32.1393,11.3831,1.0,0.99005,1.0,0.348507,0.56196,0.366756
FBtr0343260.1,23840576,23840777,201,150.0,150.0,32.1393,11.3831,1.0,0.99005,1.0,0.348507,0.56196,0.366756
FBtr0347022,23850329,23851500,1171,992.0,22940.0,46.0461,640.435,1.0,0.957301,1.0,0.459167,0.879943,1.08093
FBtr0347022.1,23850329,23851500,1171,992.0,22940.0,46.0461,640.435,1.0,0.957301,1.0,0.459167,0.879943,1.08093
FBtr0347019.1,23905333,23905755,422,625.0,721.0,55.7346,18.3886,1.0,0.914692,1.0,0.854934,2.50333,7.17223
FBtr0347020.1,23905333,23905760,427,625.0,721.0,55.5504,18.4543,1.0,0.915691,1.0,0.85663,2.51479,7.22578
FBtr0347019,23905333,23906700,1367,625.0,721.0,53.9283,39.233,1.0,0.902707,1.0,0.787056,2.20586,6.16298
FBtr0347020,23905333,23906700,1367,625.0,721.0,53.9283,39.233,1.0,0.902707,1.0,0.787056,2.20586,6.16298
FBtr0347019.2,23905818,23906700,882,12.0,368.0,54.0136,40.3288,1.0,0.890023,1.0,0.761687,2.05665,5.65023
FBtr0347020.2,23905818,23906700,882,12.0,368.0,54.0136,40.3288,1.0,0.890023,1.0,0.761687,2.05665,5.65023
FBtr0343261,23908473,23908875,402,433.0,457.0,54.5771,271.863,1.0,0.880597,1.0,0.605271,0.814301,0.904363
FBtr0343261.1,23908473,23908875,402,433.0,457.0,54.5771,271.863,1.0,0.880597,1.0,0.605271,0.814301,0.904363
FBtr0345790,24024097,24025777,1680,76.0,99999.0,47.2381,287.713,1.0,0.939881,1.0,0.725455,1.78514,4.8179
FBtr0345790.1,24024097,24025777,1680,76.0,99999.0,47.2381,287.713,1.0,0.939881,1.0,0.725455,1.78514,4.8179
FBtr0343343.2,24059476,24059735,259,6.0,49.0,40.4633,118.023,1.0,0.965251,1.0,0.374058,0.408197,0.509687
FBtr0343343,24059476,24059913,437,80.0,63.0,38.6728,133.831,1.0,0.965675,1.0,0.247744,0.26051,0.373087
FBtr0343343.1,24059813,24059913,100,80.0,63.0,32.0,102.0,1.0,0.98,1.0,0.04741,-0.00551001,0.07137
FBtr0452213,24138628,24139127,499,441.0,441.0,50.3808,306.721,1.0,0.985972,0.5210420841683366,0.567741,0.878124,1.04566
FBtr0452213.1,24138628,24139127,499,441.0,441.0,50.3808,306.721,1.0,0.985972,0.5210420841683366,0.567741,0.878124,1.04566
FBtr0343445,24237476,24238477,1001,8.0,43.0,45.7942,118.958,1.0,0.905095,0.5364635364635365,0.695836,1.38542,1.44114
FBtr0343445.1,24237476,24238477,1001,8.0,43.0,45.7942,118.958,1.0,0.905095,0.5364635364635365,0.695836,1.38542,1.44114
FBtr0343306.1,24325026,24325189,163,12.0,12.0,44.1718,9.74233,1.0,0.932515,0.8588957055214724,0.589914,1.26396,1.25847
FBtr0343306,24325026,24330277,5251,12.0,419.0,44.8943,116.887,1.0,0.95258,0.6433060369453437,0.652887,1.31947,1.32269
FBtr0343306.2,24325266,24325425,159,3.0,13.0,55.3459,61.0629,1.0,0.924528,1.0,0.719516,1.77692,1.75243
FBtr0343307.1,24329000,24329887,887,8.0,419.0,45.1409,251.873,1.0,0.94814,0.34723788049605414,0.722618,1.65314,1.76241
FBtr0343307,24329000,24330277,1277,8.0,419.0,44.8551,232.51,1.0,0.951449,0.4745497259201253,0.684832,1.48614,1.54738
FBtr0343306.3,24329634,24329887,253,419.0,419.0,47.1146,332.676,1.0,0.964427,0.0,0.858123,1.98834,2.36378
FBtr0343308.1,24329729,24329887,158,419.0,419.0,45.0633,271.582,1.0,0.968354,0.0,0.952905,2.45584,2.86957
FBtr0343308,24329729,24330277,548,419.0,419.0,44.4526,135.011,1.0,0.965328,0.5437956204379562,0.700964,1.49542,1.58054
FBtr0343306.4,24330018,24330277,259,88.0,88.0,45.0193,27.6023,1.0,0.972973,1.0,0.583703,0.858097,0.66629
FBtr0343307.2,24330018,24330277,259,88.0,88.0,45.0193,27.6023,1.0,0.972973,1.0,0.583703,0.858097,0.66629
FBtr0343308.2,24330018,24330277,259,88.0,88.0,45.0193,27.6023,1.0,0.972973,1.0,0.583703,0.858097,0.66629
FBtr0339358,24334784,24335976,1192,2.0,18.0,48.3389,296.965,1.0,0.937081,0.9026845637583892,0.616596,1.20667,1.18883
FBtr0339358.1,24334784,24335976,1192,2.0,18.0,48.3389,296.965,1.0,0.937081,0.9026845637583892,0.616596,1.20667,1.18883
FBtr0343311.2,24351476,24352463,987,13.0,38.0,53.5562,204.747,0.0,0.91388,0.7304964539007093,0.634513,1.61993,1.869
FBtr0343311,24351476,24369689,18213,8989.0,8989.0,42.0436,158.902,0.22516883544720803,0.938835,0.36451984845989127,0.373373,0.850117,0.93968
FBtr0343311.1,24369445,24369689,244,8989.0,8989.0,48.9344,535.553,1.0,0.852459,1.0,0.659725,1.28722,1.27984
FBtr0343315,24390776,24391977,1201,21.0,44.0,49.8251,23.0395,1.0,0.920899,0.8251457119067444,0.719968,1.21992,1.17947
FBtr0343315.1,24390776,24391977,1201,21.0,44.0,49.8251,23.0395,1.0,0.920899,0.8251457119067444,0.719968,1.21992,1.17947
FBtr0302365,24498082,24498669,587,516.0,516.0,47.2572,6.44804,0.5281090289608177,0.955707,0.47700170357751276,0.552039,1.05422,0.995661
FBtr0302365.1,24498082,24498669,587,516.0,516.0,47.2572,6.44804,0.5281090289608177,0.955707,0.47700170357751276,0.552039,1.05422,0.995661
FBtr0331957.2,24630900,24631332,432,4.0,13482.0,46.3426,545.405,1.0,0.935185,1.0,0.500912,0.905775,1.15035
FBtr0331957,24630900,24632932,2032,44.0,13482.0,50.4035,135.099,1.0,0.904035,1.0,0.724192,1.71023,3.80274
FBtr0331957.1,24631412,24632932,1520,44.0,57.0,52.5,40.6276,1.0,0.889474,1.0,0.801462,2.00639,4.72379
FBtr0343493,24738776,24739377,601,58.0,266.0,50.5824,117.443,1.0,0.873544,1.0,0.572,0.898298,0.834512
FBtr0343493.1,24738776,24739377,601,58.0,266.0,50.5824,117.443,1.0,0.873544,1.0,0.572,0.898298,0.834512
FBtr0334803.1,24775710,24775749,39,1300.0,8.0,67.1795,254.513,1.0,0.769231,1.0,0.97641,3.07233,9.93997
FBtr0334803,24775710,24779987,4277,1300.0,25447.0,50.4513,79.1427,1.0,0.905074,0.7865326163198504,0.680636,1.71777,4.22971
FBtr0334803.2,24779311,24779987,676,19.0,25447.0,47.9882,315.268,1.0,0.899408,0.9911242603550295,0.289602,0.47717,0.396663
FBtr0306316.1,24793806,24794021,215,1156.0,4021.0,41.9535,575.163,1.0,0.925581,1.0,0.804084,1.55295,1.4805
FBtr0306316,24793806,24795772,1966,1156.0,7874.0,44.2726,279.429,1.0,0.927263,1.0,0.568619,1.12348,1.78711
FBtr0306316.2,24794078,24794146,68,88.0,11.0,44.7059,162.059,1.0,0.985294,1.0,0.934176,1.3424,0.962103
FBtr0306316.3,24794591,24794722,131,9.0,6.0,33.7405,11.2748,1.0,0.984733,1.0,0.0891985,0.0760916,0.228725
FBtr0306316.4,24794794,24795772,978,6.0,7874.0,47.0757,17.4683,1.0,0.932515,1.0,0.642493,1.4398,2.93811
FBtr0343499,24859259,24860177,918,71.0,71.0,46.1438,12.6046,1.0,0.898693,0.7331154684095861,0.566509,1.67886,2.45991
FBtr0343499.1,24859259,24860177,918,71.0,71.0,46.1438,12.6046,1.0,0.898693,0.7331154684095861,0.566509,1.67886,2.45991
FBtr0309289.2,24881129,24881401,272,6.0,18.0,36.7647,148.272,1.0,0.963235,1.0,0.403654,1.11059,1.26667
FBtr0309289,24881129,24881817,688,59.0,37702.0,39.157,430.243,1.0,0.957849,1.0,0.398634,0.746532,0.758179
FBtr0309289.1,24881476,24881817,341,59.0,37702.0,44.8094,650.446,1.0,0.950147,1.0,0.472522,0.62454,0.561284
FBtr0343500,24955776,24957359,1583,352.0,352.0,48.4776,228.835,1.0,0.922931,0.8515476942514214,0.532536,0.959092,0.948069
FBtr0343500.1,24955776,24957359,1583,352.0,352.0,48.4776,228.835,1.0,0.922931,0.8515476942514214,0.532536,0.959092,0.948069
FBtr0345420,24975376,24975887,511,5.0,591.0,48.1018,79.501,1.0,0.892368,0.7984344422700587,0.465286,0.68826,0.768074
FBtr0345420.1,24975376,24975887,511,5.0,591.0,48.1018,79.501,1.0,0.892368,0.7984344422700587,0.465286,0.68826,0.768074
FBtr0340637,69137,69894,757,6.0,12.0,46.8428,182.713,1.0,0.937913,0.49273447820343463,0.765148,1.52073,1.61869
FBtr0340637.1,69137,69894,757,6.0,12.0,46.8428,182.713,1.0,0.937913,0.49273447820343463,0.765148,1.52073,1.61869
FBtr0340638,70503,71042,539,10.0,118.0,44.3043,113.657,1.0,0.927644,1.0,0.622045,1.05427,0.99997
FBtr0340638.1,70503,71042,539,10.0,118.0,44.3043,113.657,1.0,0.927644,1.0,0.622045,1.05427,0.99997
FBtr0347235.1,70850,71026,176,56.0,20.0,46.8182,204.244,1.0,0.909091,1.0,0.830739,1.40361,1.58354
FBtr0347235,70850,71396,546,56.0,51.0,43.2234,216.94,1.0,0.956044,1.0,0.556568,0.939954,1.01471
FBtr0347235.2,71096,71396,300,12.0,51.0,40.1333,204.413,1.0,0.97,1.0,0.41252,0.555067,0.49019
FBtr0334095.2,72195,72529,334,12.0,12.0,42.994,31.8832,1.0,0.919162,0.5059880239520959,0.710012,0.934473,1.08103
FBtr0334095,72195,73101,906,30.0,30.0,40.9934,52.5309,1.0,0.928256,0.5463576158940397,0.631798,0.999901,1.05344
FBtr0334095.1,72765,73101,336,30.0,30.0,44.4643,99.0833,1.0,0.940476,0.7589285714285714,0.83078,1.62482,1.55411
FBtr0345843,125008,125420,412,8.0,9.0,42.233,6.92718,1.0,0.873786,1.0,0.378978,0.518854,0.460927
FBtr0345843.1,125008,125420,412,8.0,9.0,42.233,6.92718,1.0,0.873786,1.0,0.378978,0.518854,0.460927
FBtr0345842,125420,125833,413,464.0,464.0,47.6513,24.6174,1.0,0.966102,1.0,0.576656,0.918579,0.824349
FBtr0345842.1,125420,125833,413,464.0,464.0,47.6513,24.6174,1.0,0.966102,1.0,0.576656,0.918579,0.824349
FBtr0345841,127320,127666,346,216.0,216.0,44.6821,35.3642,1.0,0.924855,1.0,0.579572,0.932263,1.00292
FBtr0345841.1,127320,127666,346,216.0,216.0,44.6821,35.3642,1.0,0.924855,1.0,0.579572,0.932263,1.00292
FBtr0346826,130729,131571,842,179.0,248.0,40.2375,525.495,1.0,0.964371,0.7494061757719715,0.732727,1.35541,1.32017
FBtr0346826.1,130729,131571,842,179.0,248.0,40.2375,525.495,1.0,0.964371,0.7494061757719715,0.732727,1.35541,1.32017
FBtr0344639,157817,158211,394,611.0,116.0,43.8071,52.5355,0.4213197969543147,0.959391,1.0,0.715079,1.18708,1.30588
FBtr0344639.1,157817,158211,394,611.0,116.0,43.8071,52.5355,0.4213197969543147,0.959391,1.0,0.715079,1.18708,1.30588
FBtr0346827,175137,176104,967,34.0,27.0,54.2503,165.851,1.0,0.908997,1.0,0.810978,2.12187,7.5144
FBtr0346827.1,175137,176104,967,34.0,27.0,54.2503,165.851,1.0,0.908997,1.0,0.810978,2.12187,7.5144
FBtr0304059.1,224105,224183,78,99999.0,99999.0,42.5641,484.321,1.0,0.974359,1.0,0.312692,0.424923,0.467718
FBtr0309035.1,224105,224183,78,99999.0,99999.0,42.5641,484.321,1.0,0.974359,1.0,0.312692,0.424923,0.467718
FBtr0309036.1,224105,224183,78,99999.0,99999.0,42.5641,484.321,1.0,0.974359,1.0,0.312692,0.424923,0.467718
FBtr0309037.1,224105,224183,78,99999.0,99999.0,42.5641,484.321,1.0,0.974359,1.0,0.312692,0.424923,0.467718
FBtr0309038.1,224105,224183,78,99999.0,99999.0,42.5641,484.321,1.0,0.974359,1.0,0.312692,0.424923,0.467718
FBtr0304059,224105,230959,6854,99999.0,99999.0,45.4742,145.388,1.0,0.931573,1.0,0.652706,1.19926,1.54578
FBtr0309038,224105,230959,6854,99999.0,99999.0,45.4742,145.388,1.0,0.931573,1.0,0.652706,1.19926,1.54578
FBtr0309035,224105,230964,6859,99999.0,99999.0,45.4556,145.405,1.0,0.931623,1.0,0.652959,1.20105,1.54696
FBtr0309036,224105,230964,6859,99999.0,99999.0,45.4556,145.405,1.0,0.931623,1.0,0.652959,1.20105,1.54696
FBtr0309037,224105,230964,6859,99999.0,99999.0,45.4556,145.405,1.0,0.931623,1.0,0.652959,1.20105,1.54696
FBtr0304059.2,224972,225140,168,3290.0,579.0,49.881,252.387,1.0,0.928571,1.0,0.983381,1.94128,2.46015
FBtr0309035.2,224972,225140,168,3290.0,579.0,49.881,252.387,1.0,0.928571,1.0,0.983381,1.94128,2.46015
FBtr0309036.2,224972,225140,168,3290.0,579.0,49.881,252.387,1.0,0.928571,1.0,0.983381,1.94128,2.46015
FBtr0309037.2,224972,225140,168,3290.0,579.0,49.881,252.387,1.0,0.928571,1.0,0.983381,1.94128,2.46015
FBtr0309038.2,224972,225140,168,3290.0,579.0,49.881,252.387,1.0,0.928571,1.0,0.983381,1.94128,2.46015
FBtr0309038.3,225725,225849,124,377.0,139.0,50.1613,56.1371,1.0,0.887097,1.0,0.545556,1.35111,1.76956
FBtr0309036.3,225725,227459,1734,377.0,3495.0,45.0173,80.0226,1.0,0.930796,1.0,0.5469,1.04182,1.21151
FBtr0309037.3,225725,227764,2039,377.0,3495.0,44.0608,69.6572,1.0,0.934282,1.0,0.571259,1.10015,1.27102
FBtr0309035.3,225725,229244,3519,377.0,3495.0,46.2518,56.3893,1.0,0.926968,1.0,0.637552,1.2099,1.38761
FBtr0304059.3,225725,230959,5234,377.0,3495.0,45.6209,87.6296,1.0,0.930264,1.0,0.621833,1.13076,1.35782
FBtr0309038.4,225909,230959,5050,1749.0,3495.0,45.4693,87.8885,1.0,0.929109,1.0,0.623946,1.13156,1.35688
FBtr0309036.4,227517,230964,3447,280.0,929.0,46.1445,62.168,1.0,0.927183,1.0,0.667408,1.18793,1.44506
FBtr0309037.4,227820,230964,3144,726.0,929.0,46.6221,67.1256,1.0,0.924618,1.0,0.653443,1.14976,1.41809
FBtr0309035.4,229588,230964,1376,894.0,894.0,45.8285,101.31,1.0,0.928052,1.0,0.577986,0.974749,1.38164
FBtr0345820,392005,393255,1250,4.0,3603.0,49.92,143.792,0.5664,0.9152,0.536,0.718218,1.34508,1.70408
FBtr0345820.1,392005,393255,1250,4.0,3603.0,49.92,143.792,0.5664,0.9152,0.536,0.718218,1.34508,1.70408
FBtr0333900,393593,394299,706,16.0,20.0,49.4618,81.7904,0.0,0.859773,0.5623229461756374,0.84221,2.08902,2.54153
FBtr0333900.1,393593,394299,706,16.0,20.0,49.4618,81.7904,0.0,0.859773,0.5623229461756374,0.84221,2.08902,2.54153
FBtr0091639,434854,434918,64,44.0,16.0,49.0625,17.0469,1.0,0.859375,1.0,0.864297,1.30391,1.19308
FBtr0091639.1,434854,434918,64,44.0,16.0,49.0625,17.0469,1.0,0.859375,1.0,0.864297,1.30391,1.19308
FBtr0347133.1,509296,509518,222,174.0,20.0,42.8829,18.8063,1.0,0.981982,1.0,0.746194,1.18187,1.19673
FBtr0347133,509296,509890,594,174.0,20.0,44.2088,19.5657,1.0,0.949495,0.5303030303030303,0.773375,1.44573,1.56164
FBtr0347133.2,509585,509890,305,1.0,3.0,45.9016,8.67213,1.0,0.92459,0.08524590163934426,0.820751,1.66355,1.8276
